# ::id 26752001
# ::tok Aber ich war sehr überrascht , als ich sah , wie das Gesicht meines jungen Kritikers strahlte : - " Genauso wollte ich es ! Glaubst Du , man braucht viel Gras für dieses Schaf ? " - "
# ::alignments 0-1.1 1-1.2.1 3-1.2.3 4-1.2.4 6-1.3 7-1.4.1 8-1.4.2 10-1.4.3.1 12-1.4.3.2.2.2 13-1.4.3.2.3.1 14-1.4.3.2.3.2 15-1.4.3.2.3.3.1 16-1.4.3.2.4 20-1.5.3.1.1 21-1.5.3.1.2 22-1.5.3.1.3 23-1.5.3.1.4 25-1.5.3.2.1 26-1.5.3.2.2 28-1.5.3.2.3.1 29-1.5.3.2.3.2 30-1.5.3.2.3.3.1 31-1.5.3.2.3.3.2 32-1.5.3.2.3.4.1 33-1.5.3.2.3.4.2 34-1.5.3.2.3.4.3
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v7 / label~e.1)
           :D (v8 / label~e.3)
           :S (v9 / label~e.4))
    :L (v4 / label~e.6)
    :H (v5 / label
           :A (v10 / label~e.7)
           :P (v11 / label~e.8)
           :A (v12 / label
                   :C (v16 / label~e.10)
                   :E (v17 / label
                           :D v16
                           :A (v20 / label
                                   :C (v30 / label~e.12))
                           :A (v21 / label
                                   :R (v31 / label~e.13)
                                   :E (v32 / label~e.14)
                                   :C (v33 / label
                                           :S (v38 / label~e.15)))
                           :P (v22 / label~e.16))))
    :H (v6 / label
           :P (v13 / label)
           :A (v14 / label)
           :A (v15 / label
                   :H (v18 / label
                           :D (v23 / label~e.20)
                           :S (v24 / label~e.21)
                           :A (v25 / label~e.22)
                           :A (v26 / label~e.23))
                   :H (v19 / label
                           :S (v27 / label~e.25)
                           :A (v28 / label~e.26)
                           :A (v29 / label
                                   :A (v34 / label~e.28)
                                   :S (v35 / label~e.29)
                                   :A (v36 / label
                                           :E (v39 / label~e.30)
                                           :C (v40 / label~e.31))
                                   :A (v37 / label
                                           :R (v41 / label~e.32)
                                           :E (v42 / label~e.33)
                                           :C (v43 / label~e.34)))))))
