# ::id 26761013
# ::tok Seit tausenden Jahren lassen Blumen Dornen wachsen . Seit tausenden Jahren fressen die Schafe die Blumen trotzdem . Und es soll nicht wichtig sein , verstehen zu wollen , warum sie sich so mühsam Dornen wachsen lassen , die zu gar nichts nutze sind ? Dieser Krieg zwischen Schafen und Blumen soll nicht wichtig sein ? Das ist nicht ernstzunehmender und wichtiger als die Berechnungen eines dicken rotbäckigen Mannes ? Und wenn ich eine Blume kenne , die es nur ein Mal auf dieser Welt gibt , nirgends außer auf meinem Planeten , und wenn nun ein kleines Schaf eines Morgens diese Blume einfach so mit einem Biss vernichten kann , ohne zu wissen , was es tut - dann soll das nicht wichtig sein ? ! "
# ::alignments 0-1.1.3.26.1.1 1-1.1.3.26.1.2 2-1.1.3.26.1.3 3-1.1.3.26.2 4-1.1.3.26.3 5-1.1.3.26.4 6-1.1.3.26.5 8-1.1.3.27.1.1 9-1.1.3.27.1.2 10-1.1.3.27.1.3 11-1.1.3.27.2 13-1.1.3.27.3.2 15-1.1.3.27.4.2 16-1.1.3.28 18-1.1.3.29 19-1.1.3.1.1 20-1.1.3.1.2 21-1.1.3.1.3 22-1.1.3.1.4 25-1.1.3.2.2 27-1.1.3.2.4 29-1.1.3.3.1 30-1.1.3.3.2 31-1.1.3.3.3 32-1.1.3.3.4.1 33-1.1.3.3.4.2 34-1.1.3.3.5.1 35-1.1.3.3.3 36-1.1.3.3.3 38-1.1.3.3.5.2.2 39-1.1.3.3.5.2.3.1 40-1.1.3.3.5.2.3.2 41-1.1.3.3.5.2.3.3 42-1.1.3.3.5.2.4 45-1.1.3.4.1.1 46-1.1.3.4.1.2 47-1.1.3.4.2.1 48-1.1.3.4.2.2 49-1.1.3.4.2.3 50-1.1.3.4.2.4 51-1.1.3.4.3 52-1.1.3.4.4 53-1.1.3.4.5 56-1.1.3.5.1 58-1.1.3.5.3 59-1.1.3.5.4.1 60-1.1.3.5.4.2 61-1.1.3.5.4.3 62-1.1.3.5.5.3 64-1.1.3.5.5.1.2 66-1.1.3.5.5.2.2 67-1.1.3.5.5.2.3 68-1.1.3.5.5.2.4 70-1.1.3.6 71-1.1.3.7 72-1.1.3.10.2 74-1.1.3.10.3.2 75-1.1.3.10.4 77-1.1.3.10.3.3.1.2 79-1.1.3.10.3.3.1.4.1 80-1.1.3.10.3.3.1.4.2 81-1.1.3.10.3.3.1.4.2 82-1.1.3.10.3.3.1.5.1 83-1.1.3.10.3.3.1.5.2 84-1.1.3.10.3.3.1.5.3 85-1.1.3.10.3.3.1.6 87-1.1.3.10.3.3.2.3 88-1.1.3.10.3.3.2.4 89-1.1.3.10.3.3.2.5.1 90-1.1.3.10.3.3.2.5.2 91-1.1.3.10.3.3.2.5.3 93-1.1.3.18 94-1.1.3.20 95-1.1.3.21.1 97-1.1.3.21.2.2 98-1.1.3.23.6 100-1.1.3.21.3.2 101-1.1.3.21.4.1 102-1.1.3.21.4.2 103-1.1.3.21.5 104-1.1.3.21.5 105-1.1.3.21.6.1 107-1.1.3.21.6.3 108-1.1.3.21.7 109-1.1.3.21.8 111-1.1.3.22 113-1.1.3.23.4 115-1.1.3.23.5.1 116-1.1.3.23.5.2 117-1.1.3.23.5.3 119-1.1.3.24 120-1.1.3.25.4 121-1.1.3.25.5 122-1.1.3.25.6 123-1.1.3.25.7
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label)
           :A (v4 / label)
           :A (v5 / label
                  :H (v6 / label
                         :A (v25 / label~e.19)
                         :D (v26 / label~e.20)
                         :D (v27 / label~e.21)
                         :S (v28 / label~e.22))
                  :H (v7 / label
                         :A (v29 / label)
                         :P (v30 / label~e.25)
                         :D (v31 / label~e.27))
                  :H (v8 / label
                         :A (v32 / label~e.29)
                         :A (v33 / label~e.30)
                         :P (v34 / label~e.31,35,36)
                         :D (v35 / label
                                 :E (v73 / label~e.32)
                                 :C (v74 / label~e.33))
                         :A (v36 / label
                                 :C (v75 / label~e.34)
                                 :E (v76 / label
                                         :A v75
                                         :R (v108 / label~e.38)
                                         :A (v109 / label
                                                  :R (v117 / label~e.39)
                                                  :E (v118 / label~e.40)
                                                  :C (v119 / label~e.41))
                                         :S (v110 / label~e.42))))
                  :H (v9 / label
                         :A (v37 / label
                                 :E (v77 / label~e.45)
                                 :C (v78 / label~e.46))
                         :A (v38 / label
                                 :N (v79 / label~e.47)
                                 :C (v80 / label~e.48)
                                 :N (v81 / label~e.49)
                                 :C (v82 / label~e.50))
                         :D (v39 / label~e.51)
                         :D (v40 / label~e.52)
                         :S (v41 / label~e.53))
                  :H (v10 / label
                          :A (v42 / label~e.56)
                          :D (v43 / label~e.58)
                          :S (v44 / label
                                  :C (v83 / label~e.59)
                                  :N (v84 / label~e.60)
                                  :C (v85 / label~e.61))
                          :A (v45 / label
                                  :P (v86 / label
                                          :C (v111 / label~e.64))
                                  :A (v87 / label
                                          :E (v112 / label~e.66)
                                          :E (v113 / label~e.67)
                                          :C (v114 / label~e.68))
                                  :R (v88 / label~e.62)))
                  :L (v11 / label~e.70)
                  :L (v12 / label~e.71)
                  :H (v13 / label
                          :A (v46 / label~e.72)
                          :A (v47 / label
                                  :C (v89 / label~e.74)
                                  :E (v90 / label
                                          :H (v115 / label
                                                   :A v89
                                                   :R (v120 / label~e.77)
                                                   :D (v121 / label
                                                            :E (v127 / label~e.79)
                                                            :C (v128 / label~e.80,81))
                                                   :A (v122 / label
                                                            :R (v129 / label~e.82)
                                                            :E (v130 / label~e.83)
                                                            :C (v131 / label~e.84))
                                                   :S (v123 / label~e.85))
                                          :H (v116 / label
                                                   :A v89
                                                   :A (v124 / label~e.87)
                                                   :D (v125 / label~e.88)
                                                   :A (v126 / label
                                                            :R (v132 / label~e.89)
                                                            :E (v133 / label~e.90)
                                                            :C (v134 / label~e.91))
                                                   :S v123)))
                          :S (v48 / label~e.75))
                  :L (v14 / label~e.93)
                  :L (v15 / label~e.94)
                  :H (v16 / label
                          :D (v49 / label~e.95)
                          :A (v50 / label
                                  :E (v91 / label~e.97)
                                  :C (v59 / label~e.98))
                          :T (v51 / label
                                  :C (v92 / label~e.100))
                          :A (v52 / label
                                  :E (v93 / label~e.101)
                                  :C (v94 / label~e.102))
                          :D (v53 / label~e.103,104)
                          :A (v54 / label
                                  :R (v95 / label~e.105)
                                  :C (v96 / label~e.107))
                          :P (v55 / label~e.108)
                          :D (v56 / label~e.109))
                  :L (v17 / label~e.111)
                  :H (v18 / label
                          :D v17
                          :S (v57 / label~e.113)
                          :A (v58 / label
                                  :A (v97 / label~e.115)
                                  :A (v98 / label~e.116)
                                  :P (v99 / label~e.117))
                          :A v59)
                  :L (v19 / label~e.119)
                  :H (v20 / label
