# ::id 26794005
# ::tok Komm spiel mit mir " , schlug der kleine Prinz vor . " Ich bin so traurig ... " - " Ich kann nicht mit dir spielen " , sagte der Fuchs . " Ich bin nicht gezähmt . " - "
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.1.3.1 3-1.1.1.1.3.2 6-1.1.2 8-1.1.3.2 9-1.1.3.3 10-1.1.2 13-1.1.1.2.1 15-1.1.1.2.3 16-1.1.1.2.4 21-1.2.1.1.1 22-1.2.1.1.2 23-1.2.1.1.3 24-1.2.1.1.4.1 25-1.2.1.1.4.2 26-1.2.1.1.5 29-1.2.2 31-1.2.3.2 34-1.2.1.2.1 36-1.2.1.2.3 37-1.2.1.2.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v4 / label
                  :H (v10 / label
                          :D (v17 / label~e.0)
                          :P (v18 / label~e.1)
                          :A (v19 / label
                                  :R (v31 / label~e.2)
                                  :C (v32 / label~e.3)))
                  :H (v11 / label
                          :A (v20 / label~e.13)
                          :D (v21 / label~e.15)
                          :S (v22 / label~e.16)))
           :P (v5 / label~e.6,10)
           :A (v6 / label
                  :E (v12 / label~e.8)
                  :C (v13 / label~e.9)))
    :H (v3 / label
           :A (v7 / label
                  :H (v14 / label
                          :A (v23 / label~e.21)
                          :D (v24 / label~e.22)
                          :D (v25 / label~e.23)
                          :A (v26 / label
                                  :R (v33 / label~e.24)
                                  :C (v34 / label~e.25))
                          :P (v27 / label~e.26))
                  :H (v15 / label
                          :A (v28 / label~e.34)
                          :D (v29 / label~e.36)
                          :S (v30 / label~e.37)))
           :P (v8 / label~e.29)
           :A (v9 / label
                  :C (v16 / label~e.31))))
