# ::id 26803012
# ::tok Und trotzdem leuchtet etwas in dem Stillen ... - " Was die Wüste so schön macht " , sagte der kleine Prinz , " ist , dass sie irgendwo einen Brunnen versteckt hält . "
# ::alignments 0-1.1 1-1.2 2-1.3.1 3-1.3.2 4-1.3.3.1 6-1.3.3.3 10-1.4.1.1 12-1.4.1.2.2 13-1.4.1.3.1 14-1.4.1.3.2 15-1.4.1.4 18-1.4.2 20-1.4.3.2 21-1.4.3.3 26-1.4.1.6.1 27-1.4.1.6.2 28-1.4.1.6.3 30-1.4.1.6.4.2 31-1.4.1.6.5 32-1.4.1.6.5
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :L (v3 / label~e.1)
    :H (v4 / label
           :S (v6 / label~e.2)
           :A (v7 / label~e.3)
           :A (v8 / label
                  :R (v12 / label~e.4)
                  :C (v13 / label~e.6)))
    :H (v5 / label
           :A (v9 / label
                  :A (v14 / label~e.10)
                  :A (v15 / label
                          :C (v21 / label~e.12))
                  :D (v16 / label
                          :E (v22 / label~e.13)
                          :C (v23 / label~e.14))
                  :P (v17 / label~e.15)
                  :A (v18 / label
                          :R (v24 / label~e.26)
                          :A (v25 / label~e.27)
                          :A (v26 / label~e.28)
                          :A (v27 / label
                                  :C (v29 / label~e.30))
                          :S (v28 / label~e.31,32)))
           :P (v10 / label~e.18)
           :A (v11 / label
                   :E (v19 / label~e.20)
                   :C (v20 / label~e.21))))
