# ::id 26782000
# ::tok - " Das bringt mich nicht sonderlich weiter " , sagte der Anzünder . " Was ich in dem Leben liebe , ist das Schlafen . " - "
# ::alignments 2-1.1.7.1.1 3-1.1.7.1.2 4-1.1.7.1.3 5-1.1.7.1.4 6-1.1.7.1.5 7-1.1.7.1.2 10-1.1.1 12-1.1.2.2.1 15-1.1.7.2.1.2 16-1.1.7.2.1.3 17-1.1.7.2.1.4.1 19-1.1.7.2.1.4.3 20-1.1.7.2.1.5 22-1.1.7.2.2 24-1.1.7.2.1.1
# ::format ucca
(v1 / label
    :H (v2 / label
           :P (v3 / label~e.10)
           :A (v4 / label
                  :C (v6 / label
                         :S (v9 / label~e.12)))
           :A (v5 / label
                  :H (v7 / label
                         :A (v10 / label~e.2)
                         :P (v11 / label~e.3,7)
                         :A (v12 / label~e.4)
                         :D (v13 / label~e.5)
                         :D (v14 / label~e.6))
                  :H (v8 / label
                         :A (v15 / label
                                 :A (v18 / label~e.24)
                                 :R (v19 / label~e.15)
                                 :A (v20 / label~e.16)
                                 :A (v21 / label
                                         :R (v23 / label~e.17)
                                         :C (v24 / label~e.19))
                                 :S (v22 / label~e.20))
                         :S (v16 / label~e.22)
                         :A (v17 / label
                                 :C v18)))))
